Review_ID,Text_Review,Cleaned_Text,Rating,Sentiment_Label,Satisfaction_Level,Visitor_Age,Visit_Type,Travel_Purpose,Visit_Season,Eco_Activity_Count,Wildlife_Sightings,Site_Type,Eco_Rating,Guide_Quality,Cleanliness_Score,Service_Quality,Eco_Education_Level,Sustainability_Score,Crowd_Level,Noise_Level,Safety_Score,Travel_Distance_km,Expense_Level,Would_Recommend,Return_Intent,GroundTruth
616,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,26,Group,Adventure,Spring,4,4,Wildlife Sanctuary,3.1,4,2,5,3,4,3,5,3,251,High,Yes,No,Neutral-Medium
617,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,1,Negative,Low,53,Solo,Relaxation,Summer,6,3,Lake,4.5,1,4,2,1,3,3,4,3,445,Medium,No,Yes,Negative-Low
618,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,27,Solo,Wildlife Study,Winter,4,4,Lake,1.8,5,1,2,3,3,2,3,2,147,Medium,No,Yes,Negative-Low
619,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,49,Couple,Wildlife Study,Monsoon,7,8,Forest,1.9,2,5,1,1,4,4,5,1,93,High,Yes,Yes,Neutral-Medium
620,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,19,Family,Photography,Spring,1,4,Mountain,1.4,1,5,4,4,1,1,3,1,248,High,No,No,Neutral-Medium
621,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,2,Negative,Low,24,Solo,Relaxation,Summer,3,2,Wildlife Sanctuary,1.4,3,5,4,1,3,4,5,2,88,Medium,No,No,Negative-Low
622,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,58,Family,Photography,Winter,2,2,Mountain,3.0,5,3,5,3,3,5,3,3,232,Low,No,No,Positive-High
623,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,5,Positive,High,48,Friends,Adventure,Spring,6,3,Wildlife Sanctuary,1.4,1,2,4,1,2,5,1,4,388,Low,Yes,No,Positive-High
624,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,47,Solo,Relaxation,Spring,10,8,Mountain,5.0,4,1,5,4,2,1,2,3,22,Medium,Yes,Yes,Positive-High
625,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,50,Friends,Photography,Spring,2,1,Wildlife Sanctuary,3.1,3,3,1,1,2,5,1,4,424,Low,No,No,Positive-High
626,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,32,Solo,Adventure,Spring,7,1,Coastal,2.4,4,1,3,4,1,2,2,3,79,Medium,No,Yes,Positive-High
627,Bad food quality and slow staff response.,bad food quality and slow staff response,2,Negative,Low,64,Family,Wildlife Study,Winter,1,8,Mountain,2.0,4,3,3,3,4,4,4,5,180,Medium,No,Yes,Negative-Low
628,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,5,Positive,High,26,Group,Leisure,Summer,4,3,Mountain,3.9,1,5,4,2,2,3,3,4,195,Low,No,No,Positive-High
629,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,35,Couple,Leisure,Summer,3,1,Mountain,3.8,5,2,3,5,2,5,3,3,82,High,Yes,No,Neutral-Medium
630,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,5,Positive,High,54,Family,Relaxation,Monsoon,6,4,Lake,4.9,1,3,3,3,5,4,3,4,11,High,No,No,Positive-High
631,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,57,Solo,Wildlife Study,Spring,5,2,Lake,4.4,2,1,2,2,3,2,4,1,255,Low,Yes,Yes,Neutral-Medium
632,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,30,Family,Photography,Winter,10,3,Lake,4.0,3,2,2,3,5,4,4,3,473,High,No,Yes,Positive-High
633,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,26,Friends,Leisure,Winter,6,6,Forest,1.6,3,5,3,4,4,1,4,4,33,High,No,Yes,Negative-Low
634,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,2,Negative,Low,64,Family,Photography,Spring,7,2,Mountain,4.6,1,3,1,1,2,2,3,3,348,Low,No,No,Negative-Low
635,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,2,Negative,Low,59,Friends,Leisure,Winter,7,4,Lake,4.3,3,1,3,3,4,1,4,4,150,Low,Yes,No,Negative-Low
636,"Rooms were unclean, noisy, and poorly maintained.",rooms were unclean noisy and poorly maintained,2,Negative,Low,38,Couple,Wildlife Study,Winter,3,8,Coastal,4.3,3,1,3,4,5,5,1,3,173,Low,No,Yes,Negative-Low
637,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,24,Friends,Leisure,Winter,3,4,Forest,3.2,3,3,2,2,5,4,4,5,417,Low,Yes,Yes,Neutral-Medium
638,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,31,Solo,Wildlife Study,Monsoon,8,3,Wildlife Sanctuary,2.3,1,2,5,3,1,1,4,1,216,High,Yes,Yes,Neutral-Medium
639,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,62,Couple,Adventure,Summer,6,2,Wildlife Sanctuary,2.7,2,4,2,3,2,1,2,2,91,High,No,Yes,Neutral-Medium
640,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,1,Negative,Low,31,Group,Wildlife Study,Spring,5,5,Lake,2.2,5,5,1,3,4,3,2,2,478,Medium,No,No,Negative-Low
641,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,2,Negative,Low,50,Solo,Photography,Summer,2,3,Mountain,3.1,2,5,2,4,3,4,2,1,481,Medium,No,No,Negative-Low
642,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,34,Group,Leisure,Spring,3,1,Mountain,4.9,5,5,1,1,5,4,1,3,82,Low,No,Yes,Neutral-Medium
643,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,1,Negative,Low,59,Family,Adventure,Monsoon,7,6,Forest,3.5,1,2,4,2,1,5,5,3,251,Medium,Yes,No,Negative-Low
644,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,44,Family,Leisure,Spring,4,2,Forest,3.5,2,2,1,3,5,2,1,4,391,Low,Yes,Yes,Neutral-Medium
645,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,5,Positive,High,42,Friends,Adventure,Summer,6,0,Wildlife Sanctuary,2.3,2,2,3,2,3,4,5,2,352,Low,No,No,Positive-High
646,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,63,Group,Relaxation,Summer,6,0,Mountain,4.5,4,5,1,5,4,5,5,4,63,High,Yes,Yes,Positive-High
647,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,45,Couple,Relaxation,Monsoon,6,7,Coastal,3.2,2,1,3,1,1,1,4,3,299,High,No,Yes,Neutral-Medium
648,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,4,Positive,High,61,Family,Adventure,Spring,6,6,Lake,4.3,4,2,1,2,4,3,4,4,445,Low,Yes,No,Positive-High
649,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,5,Positive,High,64,Friends,Leisure,Spring,8,5,Lake,4.9,5,4,1,3,4,5,4,2,124,High,No,No,Positive-High
650,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,2,Negative,Low,22,Group,Adventure,Winter,1,4,Forest,2.3,5,4,4,4,4,2,1,1,228,Medium,No,No,Negative-Low
651,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,35,Solo,Adventure,Monsoon,10,3,Mountain,2.6,3,1,4,1,1,2,4,5,42,Low,Yes,No,Neutral-Medium
652,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,32,Group,Photography,Monsoon,8,1,Lake,2.2,4,3,4,1,3,2,4,3,344,High,No,Yes,Positive-High
653,Bad food quality and slow staff response.,bad food quality and slow staff response,2,Negative,Low,44,Group,Adventure,Monsoon,1,1,Mountain,2.1,5,1,3,4,5,1,2,2,281,Low,No,No,Negative-Low
654,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,31,Solo,Relaxation,Summer,2,7,Forest,1.7,1,2,4,3,2,1,5,5,28,Low,No,Yes,Neutral-Medium
655,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,63,Group,Relaxation,Winter,3,0,Mountain,2.8,3,5,4,3,4,1,1,4,207,Low,Yes,Yes,Positive-High
656,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,4,Positive,High,47,Friends,Relaxation,Winter,1,6,Forest,1.4,1,5,5,3,4,1,5,1,436,Low,Yes,No,Positive-High
657,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,27,Couple,Wildlife Study,Winter,6,1,Coastal,1.2,2,5,2,4,4,4,4,2,331,Low,Yes,Yes,Neutral-Medium
658,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,37,Family,Relaxation,Winter,6,3,Forest,3.3,2,3,2,1,5,1,2,2,224,High,No,Yes,Negative-Low
659,Eco-friendly claims were false and misleading.,ecofriendly claims were false and misleading,1,Negative,Low,52,Family,Wildlife Study,Monsoon,3,0,Mountain,1.8,3,2,1,4,3,3,5,5,11,Low,Yes,No,Negative-Low
660,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,25,Solo,Adventure,Winter,5,4,Wildlife Sanctuary,4.2,4,2,1,2,1,2,2,3,243,Medium,No,Yes,Negative-Low
661,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,31,Family,Relaxation,Spring,9,3,Wildlife Sanctuary,4.6,2,5,2,4,1,4,2,5,247,Medium,Yes,No,Neutral-Medium
662,Loud noise ruined the natural experience.,loud noise ruined the natural experience,2,Negative,Low,28,Couple,Wildlife Study,Spring,2,6,Lake,2.8,5,3,4,1,2,4,3,1,387,Low,Yes,Yes,Negative-Low
663,"The experience was average overall, not too good and not too bad.",the experience was average overall not too good and not too bad,3,Neutral,Medium,35,Solo,Leisure,Spring,8,7,Lake,1.5,1,1,3,1,4,3,2,3,204,Low,No,No,Neutral-Medium
664,Bad food quality and slow staff response.,bad food quality and slow staff response,2,Negative,Low,62,Group,Leisure,Monsoon,10,0,Coastal,1.6,1,4,3,2,5,3,1,5,415,High,No,No,Negative-Low
665,Bad food quality and slow staff response.,bad food quality and slow staff response,1,Negative,Low,41,Solo,Adventure,Summer,9,0,Coastal,3.0,3,2,3,1,1,4,2,3,498,Medium,No,Yes,Negative-Low
666,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,5,Positive,High,51,Solo,Leisure,Summer,7,5,Mountain,4.8,1,3,4,4,4,3,2,1,366,High,No,Yes,Positive-High
667,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,23,Solo,Photography,Monsoon,6,4,Coastal,1.6,1,5,1,4,3,4,5,3,46,Low,Yes,No,Neutral-Medium
668,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,2,Negative,Low,33,Group,Leisure,Monsoon,4,4,Coastal,2.5,4,2,3,3,3,2,5,2,251,Medium,No,No,Negative-Low
669,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,35,Family,Wildlife Study,Winter,5,5,Lake,4.9,2,1,3,3,5,5,4,5,344,High,Yes,Yes,Neutral-Medium
670,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,30,Group,Photography,Spring,2,7,Mountain,4.8,1,3,4,3,1,3,3,1,428,Medium,Yes,No,Positive-High
671,Loud noise ruined the natural experience.,loud noise ruined the natural experience,1,Negative,Low,54,Couple,Relaxation,Winter,7,5,Coastal,1.2,2,5,2,4,3,2,5,4,293,Low,No,Yes,Negative-Low
672,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,5,Positive,High,23,Friends,Adventure,Summer,8,6,Mountain,2.8,3,1,4,3,1,4,2,2,403,High,Yes,No,Positive-High
673,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,62,Family,Leisure,Summer,3,6,Forest,2.2,2,2,5,1,2,1,2,3,437,Medium,Yes,No,Neutral-Medium
674,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,5,Positive,High,61,Couple,Relaxation,Spring,1,4,Coastal,1.9,3,5,4,5,1,3,1,3,310,Low,No,No,Positive-High
675,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,28,Couple,Adventure,Spring,4,4,Lake,4.1,4,1,4,2,3,1,3,1,395,High,Yes,No,Negative-Low
676,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,41,Group,Photography,Summer,4,1,Coastal,4.2,1,1,2,2,2,3,2,5,186,High,No,No,Negative-Low
677,Loud noise ruined the natural experience.,loud noise ruined the natural experience,2,Negative,Low,63,Group,Wildlife Study,Summer,4,1,Mountain,3.1,4,3,2,5,2,3,5,2,398,High,Yes,No,Negative-Low
678,Loud noise ruined the natural experience.,loud noise ruined the natural experience,2,Negative,Low,34,Group,Wildlife Study,Summer,5,7,Forest,2.1,5,3,5,4,1,4,2,3,72,Low,Yes,No,Negative-Low
679,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,48,Friends,Photography,Spring,10,1,Wildlife Sanctuary,2.2,3,2,3,5,5,4,2,2,99,High,No,Yes,Neutral-Medium
680,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,40,Solo,Adventure,Spring,10,3,Forest,2.9,2,5,5,3,1,4,4,3,350,Low,No,No,Negative-Low
681,Unsafe trail conditions made hiking risky.,unsafe trail conditions made hiking risky,1,Negative,Low,26,Couple,Wildlife Study,Monsoon,10,0,Forest,3.5,4,1,5,1,5,3,3,1,393,High,No,Yes,Negative-Low
682,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,44,Couple,Leisure,Summer,10,0,Wildlife Sanctuary,4.6,1,5,2,1,4,3,5,2,371,Medium,Yes,Yes,Negative-Low
683,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,56,Family,Relaxation,Winter,5,0,Forest,4.6,1,2,1,4,4,5,4,5,282,High,Yes,No,Neutral-Medium
684,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,2,Negative,Low,48,Solo,Adventure,Winter,2,4,Mountain,3.7,2,3,1,2,4,2,4,2,80,Low,No,No,Negative-Low
685,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,19,Solo,Photography,Winter,4,5,Lake,4.4,2,3,4,4,5,1,1,1,19,High,No,No,Neutral-Medium
686,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,32,Family,Wildlife Study,Winter,10,8,Forest,1.9,2,5,3,5,3,3,4,4,30,High,Yes,Yes,Neutral-Medium
687,The place was dirty with plastic waste everywhere.,the place was dirty with plastic waste everywhere,1,Negative,Low,51,Solo,Wildlife Study,Monsoon,9,8,Forest,1.3,1,3,3,2,1,4,3,4,441,High,Yes,Yes,Negative-Low
688,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,37,Group,Photography,Spring,9,4,Forest,4.4,3,1,5,1,2,2,1,3,71,Medium,No,Yes,Neutral-Medium
689,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,46,Group,Wildlife Study,Winter,1,4,Mountain,3.9,3,1,3,2,2,1,1,1,256,High,No,Yes,Neutral-Medium
690,The resort was decent but lacked environmental awareness programs.,the resort was decent but lacked environmental awareness programs,3,Neutral,Medium,49,Group,Adventure,Spring,10,8,Forest,3.2,5,1,4,3,4,5,5,5,150,Low,No,Yes,Neutral-Medium
691,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,4,Positive,High,30,Solo,Relaxation,Spring,4,3,Coastal,4.7,4,3,5,1,4,5,4,5,349,Low,Yes,Yes,Positive-High
